# Cross section for CH4
# Energy in eV
# Cross section in cm2
# Total Cross Section
# Elastic Cross Section
# Process 0 : CH4+e->CH4(rot+vib)
# Process 1 : CH4+e->CH4(rot+vib)
# Process 2 : CH4+e->CH3 + H
# Process 3 : CH4+e->CH2 + H2
# Process 4 : CH4+e->CH + H2 + H
# Process 5 : CH4+e->CH4+
# Process 6 : CH4+e->CH3+
# Process 7 : CH4+e -> CH2+ 
# Process 8 : CH4+e -> CH+
# Process 9 : CH4+e->C+
# Process 10 : CH4+e->H2+
# Process 11 : CH4+e->H+
# Process 12 : CH4 + e -> .74 x CH4++(X-C-KSHELL) 0.26 x CH4+(X) 0.26 x Fluo-auger(X-C) 
# Process 13 : CH4+e -> CH(A2D)
2.294554761e+02	7.290525674e-16	2.225129450e-16	2.915054111e-41	4.517930249e-50	1.884388892e-16	2.488429326e-17	1.114854022e-17	1.177845747e-16	9.723122466e-17	2.123245650e-17	1.050938511e-17	3.898234339e-18	2.292388831e-18	2.911963548e-17	0.000000000e+00	1.415077240e-18	
2.013971717e+02	7.824238722e-16	2.467317946e-16	4.151328977e-34	4.680316738e-45	1.953063321e-16	2.660549793e-17	1.212393345e-17	1.246479695e-16	1.027187908e-16	2.319752846e-17	1.154579960e-17	4.412678366e-18	2.518192029e-18	3.261535526e-17	0.000000000e+00	1.541626630e-18	
1.767298508e+02	8.352785247e-16	2.736351189e-16	2.203934521e-26	4.946784792e-40	2.019242514e-16	2.846320291e-17	1.318364747e-17	1.305757162e-16	1.076463455e-16	2.450775715e-17	1.262063571e-17	4.783433560e-18	2.817376908e-18	3.512103907e-17	0.000000000e+00	1.668619576e-18	
1.550436963e+02	8.911309719e-16	3.035329385e-16	1.536551769e-19	5.349551734e-35	2.083250711e-16	3.047416903e-17	1.433251728e-17	1.365582722e-16	1.119729583e-16	2.618381943e-17	1.372742868e-17	5.212929166e-18	3.139446177e-18	3.751776682e-17	0.000000000e+00	1.794065291e-18	
1.359784197e+02	9.557030664e-16	3.367741731e-16	7.452774293e-18	2.356282121e-29	2.144403208e-16	3.258412213e-17	1.553507002e-17	1.413337065e-16	1.163269144e-16	2.775813404e-17	1.476874766e-17	5.573291998e-18	3.347041841e-18	3.980876967e-17	0.000000000e+00	1.916323866e-18	
1.192172751e+02	1.017399882e-15	3.737522040e-16	9.657910318e-18	3.969255476e-24	2.202514708e-16	3.477654531e-17	1.676451405e-17	1.459073871e-16	1.201477064e-16	2.919435991e-17	1.574092227e-17	5.856298226e-18	3.503313502e-18	4.184724664e-17	0.000000000e+00	2.034015451e-18	
1.044817969e+02	1.080629441e-15	4.149113233e-16	1.212953948e-17	1.561510527e-19	2.255541950e-16	3.691356889e-17	1.793056892e-17	1.506480634e-16	1.230996181e-16	3.022007283e-17	1.651952848e-17	5.946815976e-18	3.644842136e-18	4.295515324e-17	0.000000000e+00	2.145457143e-18	
9.152717330e+01	1.147354350e-15	4.607541764e-16	1.484541902e-17	4.505269835e-18	2.300100270e-16	3.879417499e-17	1.889432813e-17	1.536928713e-16	1.256924912e-16	3.040000000e-17	1.729122946e-17	5.936941288e-18	3.706938655e-18	4.283048317e-17	0.000000000e+00	2.247613156e-18	
8.013817938e+01	1.207578145e-15	5.118502729e-16	1.774529274e-17	5.469428416e-18	2.330592110e-16	4.008907281e-17	1.945087089e-17	1.549861379e-16	1.260000000e-16	3.109021847e-17	1.720274786e-17	5.969584431e-18	3.640958199e-18	4.102434901e-17	0.000000000e+00	2.334799366e-18	
7.012560113e+01	1.268149490e-15	5.688455474e-16	2.075911071e-17	6.486113462e-18	2.341256809e-16	4.043750616e-17	1.940415418e-17	1.559874000e-16	1.269873908e-16	3.070499200e-17	1.729874039e-17	5.555087505e-18	3.521482404e-18	3.803628419e-17	0.000000000e+00	2.397656724e-18	
6.132309196e+01	1.324828140e-15	6.324727531e-16	2.407816312e-17	8.569119698e-18	2.322802322e-16	3.924476754e-17	1.844290980e-17	1.551319403e-16	1.261318559e-16	3.026568426e-17	1.642891647e-17	4.999062455e-18	3.249394037e-18	3.353334106e-17	0.000000000e+00	2.423120174e-18	
5.358440910e+01	1.379772591e-15	7.035620627e-16	2.743536170e-17	1.096430514e-17	2.280835935e-16	3.665031066e-17	1.672924339e-17	1.537138971e-16	1.234189490e-16	2.929419390e-17	1.505412835e-17	4.492471544e-18	2.859077275e-18	2.751499644e-17	0.000000000e+00	2.396126351e-18	
4.678098394e+01	1.436936330e-15	7.830504557e-16	3.077138796e-17	1.361724081e-17	2.220660364e-16	3.252353143e-17	1.424840093e-17	1.510617852e-16	1.200600364e-16	2.821730587e-17	1.387972908e-17	3.715304666e-18	2.380893822e-18	2.134422215e-17	0.000000000e+00	2.303362627e-18	
4.079978601e+01	1.493511842e-15	8.719869452e-16	3.403772373e-17	1.647493495e-17	2.160133116e-16	2.776158380e-17	1.151628922e-17	1.457884415e-16	1.147854368e-16	2.527166729e-17	1.155329215e-17	2.841551914e-18	1.598225536e-18	1.388243843e-17	0.000000000e+00	2.138256649e-18	
3.554144513e+01	1.560061469e-15	9.715278150e-16	3.692671661e-17	1.900295263e-17	2.105388815e-16	2.257725248e-17	8.533441740e-18	1.414277734e-16	1.113210178e-16	2.074494940e-17	7.795600729e-18	1.515178860e-18	6.645574382e-19	7.485331472e-18	0.000000000e+00	1.905050201e-18	
3.091860047e+01	1.636465992e-15	1.082910637e-15	3.962325140e-17	2.146012800e-17	2.048740613e-16	1.751778906e-17	5.505339419e-18	1.369051158e-16	1.060774671e-16	1.419774603e-17	3.469144021e-18	3.986567636e-19	1.458425370e-19	3.380814039e-18	0.000000000e+00	1.619459153e-18	
2.685444922e+01	1.710978437e-15	1.207385810e-15	4.215608084e-17	2.388146887e-17	1.954981496e-16	1.254987093e-17	1.988658663e-18	1.257019315e-16	9.240520828e-17	7.316504172e-18	8.491886186e-19	0.000000000e+00	7.487459864e-20	1.170690439e-18	0.000000000e+00	1.305051381e-18	
2.328147054e+01	1.787821955e-15	1.346065996e-15	4.451620440e-17	2.623485232e-17	1.781494101e-16	8.087896690e-18	0.000000000e+00	1.080377632e-16	7.346870033e-17	3.261132132e-18	0.000000000e+00	0.000000000e+00	1.325639910e-35	2.829718758e-35	0.000000000e+00	9.862320803e-19	
2.014030381e+01	1.855555875e-15	1.499620965e-15	4.669999716e-17	2.849464214e-17	1.431246143e-16	4.075527777e-18	0.000000000e+00	8.353397059e-17	4.838969224e-17	1.616465800e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.000000000e-42	0.000000000e+00	6.570888439e-19	
1.737876246e+01	1.907887866e-15	1.667689553e-15	4.945772136e-17	3.245437721e-17	9.121585573e-17	1.207203927e-18	0.000000000e+00	4.570406182e-17	2.012363636e-17	3.545586665e-20	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.958690962e-19	
1.495096690e+01	1.971399228e-15	1.847795269e-15	5.221563950e-17	3.664826933e-17	1.350616524e-17	0.000000000e+00	0.000000000e+00	1.785782846e-17	3.376056634e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.740375574e-19	
1.281658231e+01	2.145244641e-15	2.033455426e-15	6.252220229e-17	4.926701239e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	9.170272270e-29	
1.094014855e+01	2.348334069e-15	2.211179050e-15	7.325090788e-17	6.390411085e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
9.290490991e+00	2.528406285e-15	2.356535931e-15	8.831817002e-17	8.355218416e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
7.840202622e+00	2.660290010e-15	2.431282676e-15	1.119500997e-16	1.170572348e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.565188700e+00	2.586399415e-15	2.387300886e-15	9.420985059e-17	1.048886783e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
5.444266450e+00	2.328100979e-15	2.185655255e-15	6.696550671e-17	7.548021705e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.458813141e+00	1.929223366e-15	1.829063648e-15	4.864367381e-17	5.151604413e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.592456687e+00	1.450130664e-15	1.379987664e-15	3.650981257e-17	3.363318763e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.830803650e+00	9.842836018e-16	9.337728068e-16	2.859528794e-17	2.191550706e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.161200111e+00	6.061093821e-16	5.668759504e-16	2.348558195e-17	1.574784974e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.572521437e+00	3.476917427e-16	3.104821382e-16	2.215757322e-17	1.505203131e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.054987462e+00	2.102203907e-16	1.611261715e-16	2.925904207e-17	1.983517720e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.000000000e-01	1.984638419e-16	1.081638419e-16	6.040000000e-17	2.990000000e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.000000000e-01	2.424744947e-16	2.294744947e-16	1.300000000e-17	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.01
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Dec 19 13:01:53 2017
# Planet:Anonymous
# Photoionization used
# Electron impact ionization used
# Electron impact ionization error: -0.13696% (>0 : gain)

