# Cross section for N2
# Energy in eV
# Cross section in cm2
# inelastic cross section 
# elastic cross section 
1.600000000e+03	6.225607632e-17	6.926066363e-17

1.406414536e+03	6.950670553e-17	7.737410641e-17

1.236114969e+03	7.763017149e-17	8.615437299e-17

1.086396938e+03	8.569263408e-17	9.469287366e-17

9.547730637e+02	9.402326800e-17	1.051755314e-16

8.390565790e+02	1.019751434e-16	1.196699598e-16

7.373249979e+02	1.113482904e-16	1.350538404e-16

6.478881762e+02	1.233348541e-16	1.508167345e-16

5.692602321e+02	1.378155894e-16	1.673023121e-16

5.001348599e+02	1.511946357e-16	1.849637820e-16

4.393636273e+02	1.652405472e-16	1.997793409e-16

3.859368955e+02	1.813544222e-16	2.169835290e-16

3.389670457e+02	1.972766882e-16	2.420353500e-16

2.976737322e+02	2.131226048e-16	2.665338946e-16

2.613709177e+02	2.295254842e-16	2.916547167e-16

2.294554761e+02	2.479167291e-16	3.196163983e-16

2.013971717e+02	2.668115605e-16	3.484956176e-16

1.767298508e+02	2.861968090e-16	3.809949617e-16

1.550436963e+02	3.057751955e-16	4.123461721e-16

1.359784197e+02	3.243094877e-16	4.105307649e-16

1.192172751e+02	3.417121050e-16	4.053021373e-16

1.044817969e+02	3.598639948e-16	5.193285737e-16

9.152717330e+01	3.758126884e-16	5.866678992e-16

8.013817938e+01	3.737572367e-16	6.245259876e-16

7.012560113e+01	3.674344713e-16	6.793525591e-16

6.132309196e+01	3.585377052e-16	7.317776942e-16

5.358440910e+01	3.484326556e-16	7.903760871e-16

4.678098394e+01	3.328584532e-16	8.388536426e-16

4.079978601e+01	3.091060799e-16	8.750438621e-16

3.554144513e+01	2.836883123e-16	9.169312942e-16

3.091860047e+01	2.629522697e-16	9.568609049e-16

2.685444922e+01	2.331890430e-16	1.002323310e-15

2.328147054e+01	2.076967045e-16	1.055083084e-15

2.014030381e+01	1.989673917e-16	1.112369874e-15

1.737876246e+01	1.968810196e-16	1.148616628e-15

1.495096690e+01	2.153350128e-16	1.179187889e-15

1.281658231e+01	1.678886741e-16	1.144373579e-15

1.094014855e+01	9.096837546e-17	1.114616797e-15

9.290490991e+00	4.243560930e-17	1.085639942e-15

7.840202622e+00	3.158789714e-18	1.060000000e-15

6.565188700e+00	1.919101697e-18	1.060000000e-15

5.444266450e+00	3.181039463e-18	1.068309977e-15

4.458813141e+00	9.677356467e-18	1.120197071e-15

3.592456687e+00	3.537413043e-17	1.288111276e-15

2.830803650e+00	1.644672301e-16	1.636245382e-15

2.161200111e+00	1.466455393e-16	1.918503047e-15

1.572521437e+00	1.552342104e-17	1.137510226e-15

1.054987462e+00	1.293584986e-18	9.904647013e-16

6.000000000e-01	7.222555221e-19	8.598127693e-16

2.000000000e-01	3.500000000e-17	7.067542879e-16

#	AeroPlanets 1.01
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Dec 19 13:01:53 2017
# Planet:Anonymous
# Photoionization used
# Electron impact ionization used
# Electron impact ionization error: -0.13696% (>0 : gain)

